Title,Plot,Released,Genre,Main_Genre,IMDb_Rating,Year,Director,Actors,IMDb_ID
It Conquered the World,"A well meaning scientist guides an alien monster to Earth from Venus, so that he can rid mankind of feelings and emotions - but only death and sorrow results.",15 Jul 1956,"Horror, Sci-Fi",Sci-Fi,4.9,1956,Roger Corman,"Peter Graves, Beverly Garland, Lee Van Cleef",tt0049370
Day the World Ended,In a post-Apocalyptic world after an atomic war seven disparate people find themselves in a protected valley in the home of a survivalist and his beautiful daughter.,01 Dec 1955,"Horror, Sci-Fi",Sci-Fi,5.4,1955,Roger Corman,"Richard Denning, Lori Nelson, Adele Jergens",tt0049128
Flight World War II,"After Flight 42 travels through a storm they find themselves in France, 1940, during World war II.",02 Jun 2015,"Action, Adventure, Sci-Fi",Sci-Fi,4.4,2015,Emile Edwin Smith,"Faran Tahir, Robbie Kay, Aqueela Zoll",tt4627104
World Without End,Astronauts returning from a voyage to Mars are caught in a time warp and are propelled into a post-Apocalyptic Earth populated by mutants.,25 Mar 1956,"Adventure, Romance, Sci-Fi",Sci-Fi,5.8,1956,Edward Bernds,"Hugh Marlowe, Nancy Gates, Nelson Leigh",tt0049964
Brave New World,"In a futuristic totalitarian utopian society, babies are created through genetic engineering, everyone has a predestined place in society and their minds are conditioned to follow the rules. A tragic outsider jeopardizes the statu...",19 Apr 1998,"Drama, Sci-Fi",Sci-Fi,5.2,1998,"Leslie Libman, Larry Williams","Peter Gallagher, Leonard Nimoy, Tim Guinee",tt0145600
Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.,A gas is let loose upon the world that kills anyone over 25 years old.,01 Sep 1970,"Comedy, Drama, Sci-Fi",Sci-Fi,4.2,1970,Roger Corman,"Bob Corff, Elaine Giftos, Bud Cort",tt0065760
Terminator 2: Judgment Day,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",03 Jul 1991,"Action, Adventure, Sci-Fi",Sci-Fi,8.6,1991,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong",tt0103064
Independence Day,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",03 Jul 1996,"Action, Adventure, Sci-Fi",Sci-Fi,7.0,1996,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum",tt0116629
The Day After Tomorrow,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",28 May 2004,"Action, Adventure, Sci-Fi",Sci-Fi,6.5,2004,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum",tt0319262
Independence Day: Resurgence,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",24 Jun 2016,"Action, Adventure, Sci-Fi",Sci-Fi,5.2,2016,Roland Emmerich,"Liam Hemsworth, Jeff Goldblum, Bill Pullman",tt1628841
The Day the Earth Stood Still,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,12 Dec 2008,"Adventure, Drama, Sci-Fi",Sci-Fi,5.5,2008,Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates",tt0970416
A Quiet Place: Day One,A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,28 Jun 2024,"Drama, Horror, Sci-Fi",Sci-Fi,6.3,2024,Michael Sarnoski,"Lupita Nyong'o, Joseph Quinn, Alex Wolff",tt13433802
The 6th Day,A man meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,17 Nov 2000,"Action, Mystery, Sci-Fi",Sci-Fi,5.9,2000,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn",tt0216216
The Day the Earth Stood Still,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",20 Sep 1951,"Drama, Sci-Fi",Sci-Fi,7.7,1951,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe",tt0043456
Day of the Dead,When a small Colorado town is overrun by the flesh hungry dead a small group of survivors try to escape in a last ditch effort to stay alive.,08 Apr 2008,"Action, Horror, Sci-Fi, Thriller",Sci-Fi,4.5,2008,Steve Miner,"Mena Suvari, Nick Cannon, Michael Welch, AnnaLynne McCord",tt0489018
The Day After,The effects of a devastating nuclear holocaust on small-town residents of eastern Kansas.,20 Nov 1983,"Drama, Sci-Fi",Sci-Fi,7.0,1983,Nicholas Meyer,"Jason Robards, JoBeth Williams, Steve Guttenberg",tt0085404
The Day of the Triffids,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals.",27 Apr 1963,"Horror, Sci-Fi",Sci-Fi,6.1,1963,"Steve Sekely, Freddie Francis","Howard Keel, Nicole Maurey, Janette Scott",tt0055894
The Day the Earth Caught Fire,"When the U.S. and Russia unwittingly test atomic bombs at the same time, it alters the nutation (axis of rotation) of the Earth.",01 May 1962,"Drama, Romance, Sci-Fi",Sci-Fi,7.2,1961,Val Guest,"Edward Judd, Janet Munro, Leo McKern",tt0054790
4:44 Last Day on Earth,A look at how a painter and a successful actor spend their last day together before the world comes to an end.,19 Dec 2012,"Drama, Fantasy, Sci-Fi",Sci-Fi,4.6,2011,Abel Ferrara,"Willem Dafoe, Shanyn Leigh, Natasha Lyonne",tt1707391
Tremors: A Cold Day in Hell,"The new sequel finds Burt Gummer, who's dying from Graboid poison, and his son Travis at a remote research station in Canada's Nunavut Territory, where they must go up against a new batch of Graboids to save Burt's life.",01 May 2018,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",Sci-Fi,5.0,2018,Don Michael Paul,"Jay Anstey, Alistair Moulton Black, Paul du Toit, Michael Gross",tt6086082
The Day of the Dolphin,A marine biologist teaches his dolphins to communicate in English but shady characters plan to kidnap the trained mammals for a more sinister purpose.,15 Mar 1974,"Drama, Sci-Fi, Thriller",Sci-Fi,6.0,1973,Mike Nichols,"George C. Scott, Trish Van Devere, Paul Sorvino",tt0069946
Day of the Animals,A battle for survival ensues after a group of hikers encounters a chemically imbalanced forest.,13 May 1977,"Horror, Sci-Fi, Thriller",Sci-Fi,5.3,1977,William Girdler,"Christopher George, Leslie Nielsen, Lynda Day George",tt0075913
Category 6: Day of Destruction,"Three tornadoes converge to wreak havoc on Chicago, disrupting the power grid and creating the worst super-storm in history: a category 6 twister.",14 Nov 2004,"Action, Drama, Sci-Fi",Sci-Fi,5.2,2004,Dick Lowry,"Thomas Gibson, Nancy McKeon, Chandra West",tt0428144
The Day Time Ended,"Aliens visit the solar-powered house of a middle-class family, and the house is suddenly sucked into a time warp that transports it back to prehistoric times.",N/A,"Adventure, Horror, Sci-Fi",Sci-Fi,3.5,1979,John 'Bud' Cardos,"Jim Davis, Christopher Mitchum, Dorothy Malone",tt0080596
The 27th Day,"Aliens take five people, give them small capsules which can kill mankind without additional damage, with the understanding they will colonize Earth only if they use the weapons.",01 Jul 1957,Sci-Fi,Sci-Fi,6.1,1957,William Asher,"Gene Barry, Valerie French, George Voskovec",tt0050085
The Day the Earth Stopped,Hundreds of massive intergalactic robots appear in all of the world's major capitals with an ultimatum: Prove the value of human civilization or be destroyed.,09 Dec 2008,"Action, Sci-Fi",Sci-Fi,2.8,2008,C. Thomas Howell,"C. Thomas Howell, Judd Nelson, Darren Dalton, Sinead McCafferty",tt1290471
The Vast of Night,"One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ start hearing a strange signal over a radio frequency.",29 May 2020,"Drama, Mystery, Sci-Fi",Sci-Fi,6.7,2019,Andrew Patterson,"Sierra McCormick, Jake Horowitz, Gail Cronauer",tt6803046
Night of the Creeps,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",22 Aug 1986,"Comedy, Horror, Sci-Fi",Sci-Fi,6.7,1986,Fred Dekker,"Jason Lively, Tom Atkins, Steve Marshall",tt0091630
Night of the Comet,"A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists.",16 Nov 1984,"Comedy, Horror, Sci-Fi",Sci-Fi,6.3,1984,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran",tt0087799
Night of the Lepus,Giant mutant rabbits terrorize the south-west.,04 Oct 1972,"Horror, Sci-Fi, Thriller",Sci-Fi,4.1,1972,William F. Claxton,"Stuart Whitman, Janet Leigh, Rory Calhoun",tt0069005
Doctor Who: The Night of the Doctor,"With the aid of the Sisterhood of Karn, the Eighth Doctor regenerates into the War Doctor.",14 Nov 2013,"Short, Sci-Fi",Sci-Fi,9.0,2013,John Hayes,"Paul McGann, Emma Campbell-Jones, Clare Higgins",tt3332546
Rats: Night of Terror,"In a post-apocalyptic earth, where most of humanity lives underground, a group of surface people stumble upon an abandoned lab that was trying to bring life back to the earth's surface, but the place is run over by vicious rats.",05 Dec 1984,"Horror, Sci-Fi",Sci-Fi,4.7,1984,"Bruno Mattei, Claudio Fragasso","Ottaviano Dell'Acqua, Geretta Geretta, Massimo Vanni",tt0086176
Night Skies,"March 13, 1997. Five friends bound for Las Vegas accidentally hit a stalled truck belonging to an ex-soldier. Stranded together on an isolated country road, they are about to witness one of the largest UFO sightings in history.",23 Jan 2007,"Horror, Sci-Fi, Thriller",Sci-Fi,4.5,2007,Roy Knyrim,"Jason Connery, A.J. Cook, George Stults",tt0460883
Life,A team of scientists aboard the ISS discover a rapidly evolving Martian predator that needs to be kept away from Earth at all costs.,24 Mar 2017,"Horror, Sci-Fi, Thriller",Sci-Fi,6.6,2017,Daniel Espinosa,"Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds",tt5442430
High Life,A father and his daughter struggle to survive in deep space where they live in isolation.,12 Apr 2019,"Drama, Sci-Fi, Thriller",Sci-Fi,5.7,2018,Claire Denis,"Robert Pattinson, Juliette Binoche, André 3000",tt4827558
Light of My Life,"A father and his child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As the father struggles to protect his child, their bond and the character of humanity are tested.",09 Aug 2019,"Drama, Sci-Fi, Thriller",Sci-Fi,6.6,2019,Casey Affleck,"Anna Pniowsky, Casey Affleck, Tom Bower",tt6063090
Life Like,"An idealistic, attractive young couple acquires a stunning, life-like robot named Henry for guilt-free help; but, as the three grow closer, their perception of humanity will be altered forever.",14 May 2019,"Drama, Sci-Fi, Thriller",Sci-Fi,5.4,2019,Josh Janowicz,"Drew Van Acker, Addison Timlin, Justine J. Hall",tt6547786
The Life of Chuck,"A life-affirming, genre-bending story based on Stephen King's novella about three chapters in the life of an ordinary man named Charles Krantz.",06 Jun 2025,"Drama, Fantasy, Sci-Fi",Sci-Fi,7.6,2024,Mike Flanagan,"Tom Hiddleston, Jacob Tremblay, Benjamin Pajak",tt12908150
Life After People,"Visit the ghostly villages surrounding Chernobyl (abandoned by humans after the 1986 nuclear disaster), travel to remote islands off the coast of Maine to search for abandoned towns that have vanished from view in only a few decad...",21 Jan 2008,"Documentary, Sci-Fi",Sci-Fi,7.3,2008,David de Vries,"James Lurie, Struan Rodger, John Anderson",tt1173907
Death Race,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,22 Aug 2008,"Action, Sci-Fi, Thriller",Sci-Fi,6.4,2008,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson",tt0452608
Maze Runner: The Death Cure,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".",26 Jan 2018,"Action, Adventure, Sci-Fi",Sci-Fi,6.3,2018,Wes Ball,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario",tt4500922
Death Race 2000,"In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.",28 Nov 1975,"Action, Comedy, Sci-Fi",Sci-Fi,6.2,1975,Paul Bartel,"David Carradine, Sylvester Stallone, Simone Griffeth",tt0072856
Death Race 2,"Explores the origins of the first ""Frankenstein"" car driver, Carl ""Luke"" Lucas, who died in a race at the beginning of the first film.",18 Jan 2011,"Action, Crime, Sci-Fi, Thriller",Sci-Fi,5.6,2010,Roel Reiné,"Luke Goss, Lauren Cohan, Sean Bean, Ving Rhames",tt1500491
Death Race: Inferno,"Convicted cop-killer Carl Lucas, aka Frankenstein, is a superstar driver in the brutal prison yard demolition derby known as Death Race. Only one victory away from winning freedom for himself and his pit crew.",20 Jan 2013,"Action, Crime, Sci-Fi, Thriller",Sci-Fi,5.4,2013,Roel Reiné,"Luke Goss, Ving Rhames, Danny Trejo, Dougray Scott",tt1988591
The Death of Superman,Superman battles against an insurmountable foe named Doomsday.,24 Jul 2018,"Animation, Action, Family, Sci-Fi",Sci-Fi,7.4,2018,"Jake Castorena, Sam Liu","Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Rosario Dawson",tt7167658
Death Machine,"After a mad genius inventor of killer robots and cyborgs at Chaank Armaments Corp. kills execs, he unleashes his ultimate death machine on the new cute CEO firing him.",04 Feb 1994,"Action, Horror, Sci-Fi",Sci-Fi,5.6,1994,Stephen Norrington,"Brad Dourif, Ely Pouget, William Hootkins",tt0109575
The Death of Superman Lives: What Happened?,A documentary about the proposed 1998 Superman Lives feature film that would have starred Nicolas Cage.,09 Jul 2015,"Documentary, Sci-Fi",Sci-Fi,7.1,2015,Jon Schnepp,"Jon Schnepp, Charlie Oliver, Aaron Blossom",tt2753778
Death Race 2050,"Five long decades after Death Race 2000 (1975), in the overpopulated United Corporations of America, the annual Death Race is about to begin. This time, Frankenstein is up against no-nonsense challengers. How many points will he score?",17 Jan 2017,"Action, Comedy, Sci-Fi, Sport",Sci-Fi,3.7,2017,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead",tt5493706
The Death and Return of Superman,The Death of Superman (2018) and Reign of the Supermen (2019) now presented as an over two-hour unabridged and seamless animated feature.,01 Oct 2019,"Animation, Action, Sci-Fi",Sci-Fi,7.1,2019,"Jake Castorena, Sam Liu","Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Rosario Dawson",tt11043546
Death Watch,"In a future where dying of illness is very rare, terminally ill Katherine Mortenhoe becomes a celebrity and Roddy, a man with camera implants in his brain, secretly records her for a morbid TV show called Death Watch.",01 Apr 1982,"Drama, Sci-Fi, Thriller",Sci-Fi,6.6,1980,Bertrand Tavernier,"Romy Schneider, Harvey Keitel, Harry Dean Stanton",tt0081182
The Man Who Could Cheat Death,A centenarian artist and scientist in 1890 Paris maintains his youth and health by periodically replacing a gland with that of a living person.,30 Nov 1959,"Drama, Horror, Sci-Fi",Sci-Fi,6.3,1959,Terence Fisher,"Anton Diffring, Hazel Court, Christopher Lee",tt0053041
Comic Relief: Doctor Who - The Curse of Fatal Death,"Before the Doctor can settle down to married life, he must face one last confrontation with his deadly enemy of certain death - the Master.",12 Mar 1999,"Comedy, Sci-Fi",Sci-Fi,7.9,1999,John Henderson,"Rowan Atkinson, Richard E. Grant, Jim Broadbent",tt0212887
Death Valley,"Mercenaries with nothing to lose are hired to rescue a bioengineer imprisoned in a cold war bunker. Upon entering the ominous facility, they find themselves in a fight for their lives when they come under attack from an unknown an...",09 Dec 2021,"Action, Horror, Sci-Fi",Sci-Fi,4.0,2021,Matthew Ninaber,"Jeremy Ninaber, Ethan Mitchell, Kristen Kaster",tt14623762
